8,Women's Masters 45+,27084120,Koonung Secondary College,KNG,Camberwell,Footscray,,,Not entered,,,
8,Men's Masters 60+,27084150,Yarra Valley Hockey Centre,YAR,Yarra Valley Gold,Southern A,,,Not entered,,,
8,Men's Masters 50+ B,27084060,Footscray Hockey Club,ASF,Footscray,TEM,,,Not entered,,,
8,Men's Masters 60+,27084120,Footscray Hockey Club,ASF,Footscray,Southern B,,,Not entered,,,
8,Women's Masters 35+ A,27084180,Footscray Hockey Club,ASF,Footscray,Mentone,,,Not entered,,,
8,Women's Masters 45+,27084180,Mentone Grammar Playing Fields,MNT,Mentone,Essendon,,,Not entered,,,
8,Women's Masters 35+ A,27084135,Brunswick Secondary College,BRU,Brunswick,Werribee Hockey Club,,,Not entered,,,
8,Women's Masters 35+ BSE,27084135,Brighton Secondary College,BTN,Bayside,Monash University 2,,,Not entered,,,
8,Men's Masters 50+ A,27084090,Dandenong Hockey Centre,DAN,Southern,Camberwell,,,Not entered,,,
8,Men's Masters 50+ B,27084150,Dandenong Hockey Centre,DAN,Southern,Elwood,,,Not entered,,,
8,Men's Masters 50+ A,27084120,Geelong Stead Park,GEL1,Hockey Geelong,Yarra Valley,,,Not entered,,,
8,Men's Masters 50+ B,27084195,Southern United Hockey Club,MBN,Southern United,Knox Hockey Club,,,Not entered,,,
8,Women's Masters 35+ BSE,27084135,Southern United Hockey Club,MBN,Southern United,Hawthorn,,,Not entered,,,
8,Women's Masters 35+ BSE,27084180,Monash University,MON,Monash University 1,Glen Eira Hockey Club,,,Not entered,,,
8,Women's Masters 35+ BNW,27084120,PEGS Sporting Fields,PSF1,PEGS,Yarra Valley,,,Not entered,,,
8,Men's Masters 50+ B,27084060,Yarra Valley Grammar,YVG,Doncaster,La Trobe University Hockey Club,,,Not entered,,,
8,Women's Masters 35+ BSE,27084120,Yarra Valley Grammar,YVG,Doncaster,Mentone,,,Not entered,,,
8,Women's Masters 35+ A,27084210,Hawthorn Malvern Hockey Centre,H-1,Hawthorn,Greensborough,,,Not entered,,,
8,Women's Masters 35+ BSE,27084150,Hawthorn Malvern Hockey Centre,H-1,TEM,Melbourne Razorbacks,,,Not entered,,,
8,Women's Masters 45+,27084150,Elwood,ELW,MCC,Yesterdays Heroes,,,Not entered,,,
7,Under 16 Girls Pennant,27097030,Melbourne Sports Centres Parkville,P-1,Frankston Hockey Club,Altona Hockey Club,,,Not entered,,,
7,Under 16 Boys Shield A,27097100,Essendon Hockey Centre,ESS1,Essendon Hockey,Doncaster Hockey Club,,,Not entered,,,
7,Under 16 Mixed District North West,27097030,Essendon Hockey Centre,ESS1,Essendon Hockey,Melton Hockey Club,,,Not entered,,,
7,Under 14 Mixed District North West,27096960,Essendon Hockey Centre,ESS1,Essendon Hockey,Brunswick Hockey Club,,,Not entered,,,
7,Under 14 Girls Shield A,27097030,Elgar Park,ELG,KBH Brumbies,Southern United Hockey Club,,,Not entered,,,
7,Under 14 Girls Shield A,27097030,Greensborough Hockey Centre,GRN1,Greensborough Hockey Club,Hawthorn Hockey Club,,,Not entered,,,
7,Under 14 Girls Shield A,27097030,Koonung Secondary College,KNG,Camberwell Hockey Club,Doncaster Hockey Club,,,Not entered,,,
7,Under 14 Mixed District East,27096960,Koonung Secondary College,KNG,Eastern Christian Hockey Organisation (ECHO),Doncaster Hockey Club,,,Not entered,,,
7,Under 18 Mixed North West,27097100,Yarra Valley Hockey Centre,YAR,Yarra Valley Hockey Club,PEGS Hockey Club,,,Not entered,,,
7,Under 14 Boys Shield B,27096960,Yarra Valley Hockey Centre,YAR,Yarra Valley Hockey Club,Greensborough Hockey Club,,,Not entered,,,
7,Under 14 Boys Pennant,27097030,Yarra Valley Hockey Centre,YAR,Yarra Valley Hockey Club,Powerhouse & St Kilda Hockey Club,,,Not entered,,,
7,Under 16 Girls Pennant,27097170,Peninsula Hockey Centre,PHC,Mornington Peninsula Hockey Club,Doncaster Hockey Club,,,Not entered,,,
7,Under 16 Mixed District South East,27097030,Peninsula Hockey Centre,PHC,Frankston Hockey Club,Camberwell Hockey Club,,,Not entered,,,
7,Under 14 Girls Pennant,27097100,Peninsula Hockey Centre,PHC,Mornington Peninsula Hockey Club,Southern United Hockey Club,,,Not entered,,,
7,Under 14 Mixed District South East,27096960,Peninsula Hockey Centre,PHC,Frankston Hockey Club,Casey Hockey Club,,,Not entered,,,
7,Under 14 Boys Shield B,27096960,Footscray Hockey Club,ASF,Footscray Hockey Club,Altona Hockey Club,,,Not entered,,,
7,Under 14 Girls Shield A,27097100,Footscray Hockey Club,ASF,Footscray Hockey Club,Waverley Hockey Club,,,Not entered,,,
7,Under 14 Mixed District North West,27097030,Footscray Hockey Club,ASF,Footscray Hockey Club,Werribee Hockey Club,,,Not entered,,,
7,Under 16 Mixed District South East,27097120,Hedley Hull Field,HHF,Waverley Hockey Club,Bayside Cougars Hockey Club,,,Not entered,,,
7,Under 14 Boys Shield A,27097050,Hedley Hull Field,HHF,Waverley Hockey Club,MCC Hockey Section,,,Not entered,,,
7,Under 14 Mixed District South East,27096980,Hedley Hull Field,HHF,Waverley Hockey Club,Bayside Cougars Hockey Club,,,Not entered,,,
7,Under 16 Girls Shield B,27097030,Mentone Grammar Playing Fields,MNT,Mentone Hockey Club,Greensborough Hockey Club,,,Not entered,,,
7,Under 14 Boys Shield A,27096960,Mentone Grammar Playing Fields,MNT,Mentone Hockey Club,Hawthorn Hockey Club,,,Not entered,,,
7,Under 14 Girls Shield B,27097100,Mentone Grammar Playing Fields,MNT,Mentone Hockey Club,Hockey Geelong,,,Not entered,,,
7,Under 18 Mixed Central,27097140,Melbourne High School,MHS,MCC Hockey Section,Southern United Hockey Club Black,,,Not entered,,,
7,Under 14 Boys Pennant,27097065,Melbourne High School,MHS,MCC Hockey Section,Southern United Hockey Club,,,Not entered,,,
7,Under 14 Mixed District South East,27096990,Melbourne High School,MHS,MCC Hockey Section,St. Bede's Hockey Club,,,Not entered,,,
7,Under 18 Mixed North West,27096960,Altona Hockey Club,ALT,Altona Hockey Club (1),Greensborough Hockey Club,,,Not entered,,,
7,Under 16 Boys Shield B,27097100,Altona Hockey Club,ALT,Altona Hockey Club,WestVic Hockey,,,Not entered,,,
7,Under 14 Girls Pennant,27097030,Altona Hockey Club,ALT,Altona Hockey Club,PEGS Hockey Club,,,Not entered,,,
7,Under 18 Mixed Central,27097100,Albert Park,APK,Powerhouse & St. Kilda Hockey Club,St. Bede's Hockey Club Blue,,,Not entered,,,
7,Under 16 Girls Shield A,27097030,Albert Park,APK,Powerhouse & St. Kilda Hockey Club,Waverley Hockey Club,,,Not entered,,,
7,Under 16 Boys Shield B,27097170,Brunswick Secondary College,BRU,Brunswick Hockey Club,Footscray Hockey Club,,,Not entered,,,
7,Under 16 Girls Shield B,27096960,Brunswick Secondary College,BRU,Brunswick Hockey Club,Essendon Hockey,,,Not entered,,,
7,Under 14 Boys Shield A,27097030,Brunswick Secondary College,BRU,Brunswick Hockey Club,Doncaster Hockey Club,,,Not entered,,,
7,Under 14 Boys Pennant,27097100,Brunswick Secondary College,BRU,Brunswick Hockey Club,Mentone Hockey Club,,,Not entered,,,
7,Under 16 Girls Pennant,27096960,Brighton Secondary College,BTN,Southern United Hockey Club,Yarra Valley Hockey Club,,,Not entered,,,
7,Under 16 Boys Pennant,27097160,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Yarra Valley Hockey Club,,,Not entered,,,
7,Under 16 Girls Shield A,27097020,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Gippsland Bulls,,,Not entered,,,
7,Under 14 Boys Pennant,27097090,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Mornington Peninsula Hockey Club,,,Not entered,,,
7,Under 14 Mixed District East,27096950,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Knox Hockey Club,,,Not entered,,,
7,Under 18 Mixed Central,27096990,Dandenong Hockey Centre,DAN,Greater Dandenong Warriors Hockey Club,Bayside Cougars Hockey Club,,,Not entered,,,
7,Under 16 Girls Shield A,27097100,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Footscray Hockey Club,,,Not entered,,,
7,Under 16 Mixed District South East,27096960,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Croydon Ranges Hockey Club,,,Not entered,,,
7,Under 14 Girls Pennant,27097030,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Powerhouse & St. Kilda Hockey Club,,,Not entered,,,
7,Under 16 Boys Shield B,27097020,Geelong Stead Park,GEL2,Hockey Geelong,KBH Brumbies,,,Not entered,,,
7,Under 14 Boys Shield A,27097020,Geelong Stead Park,GEL1,Hockey Geelong,Camberwell Hockey Club,,,Not entered,,,
7,Under 18 Mixed Central,27097170,The Knox School,KNX,Knox Hockey Club,Doncaster Hockey Club,,,Not entered,,,
7,Under 16 Boys Pennant,27096960,The Knox School,KNX,Knox Hockey Club Green,Powerhouse & St. Kilda Hockey Club,,,Not entered,,,
7,Under 16 Boys Pennant,27097030,The Knox School,KNX,Knox Hockey Club YELLOW,MCC Hockey Section,,,Not entered,,,
7,Under 16 Girls Pennant,27097100,The Knox School,KNX,Knox Hockey Club,Camberwell Hockey Club,,,Not entered,,,
7,Under 16 Mixed District North West,27096990,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,Werribee Hockey Club,,,Not entered,,,
7,Under 14 Girls Shield B,27097065,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,MCC Hockey Section,,,Not entered,,,
7,Under 18 Mixed Central,27096960,Southern United Hockey Club,MBN,Southern United Hockey Club Red,Toorak East Malvern Hockey Club,,,Not entered,,,
7,Under 16 Boys Shield A,27097100,Southern United Hockey Club,MBN,Southern United Hockey Club,Hawthorn Hockey Club,,,Not entered,,,
7,Under 16 Boys Pennant,27097170,Southern United Hockey Club,MBN,Southern United Hockey Club,Doncaster Hockey Club,,,Not entered,,,
7,Under 14 Boys Shield B,27097030,Southern United Hockey Club,MBN,Southern United Hockey Club,KBH Brumbies,,,Not entered,,,
7,Under 18 Mixed North West,27097065,Melton Hockey Ground,MEL,Melton Hockey Club,Brunswick Hockey Club,,,Not entered,,,
7,Under 14 Mixed District North West,27096990,Melton Hockey Ground,MEL,Caroline Springs Hockey Club,Melton Hockey Club,,,Not entered,,,
7,Under 16 Boys Shield B,27097065,PEGS Sporting Fields,PSF2,PEGS Hockey Club,Yarra Valley Hockey Club,,,Not entered,,,
7,Under 16 Girls Shield B,27097065,PEGS Sporting Fields,PSF1,PEGS Hockey Club,North West Lightning,,,Not entered,,,
7,Under 14 Boys Shield B,27096990,PEGS Sporting Fields,PSF2,PEGS Hockey Club,Toorak East Malvern Hockey Club,,,Not entered,,,
7,Under 14 Boys Shield B,27097030,Yarra Valley Grammar,YVG,Doncaster Hockey Club,Essendon Hockey,,,Not entered,,,
7,Under 14 Mixed District East,27096960,Yarra Valley Grammar,YVG,Croydon Ranges Hockey Club,La Trobe University Hockey Club,,,Not entered,,,
7,Under 16 Boys Shield B,27097030,Hawthorn Malvern Hockey Centre,H-2,Toorak East Malvern Hockey Club,Mentone Hockey Club,,,Not entered,,,
7,Under 16 Boys Pennant,27097100,Hawthorn Malvern Hockey Centre,H-1,Hawthorn Hockey Club,Mornington Peninsula Hockey Club,,,Not entered,,,
7,Under 16 Girls Shield A,27097030,Hawthorn Malvern Hockey Centre,H-1,Toorak East Malvern Hockey Club,Southern United Hockey Club,,,Not entered,,,
7,Under 16 Girls Pennant,27096960,Hawthorn Malvern Hockey Centre,H-2,Hawthorn Hockey Club,Powerhouse & St. Kilda Hockey Club,,,Not entered,,,
7,Under 14 Girls Shield B,27097100,Hawthorn Malvern Hockey Centre,H-2,Toorak East Malvern Hockey Club,Brunswick Hockey Club,,,Not entered,,,
7,Under 18 Mixed Central,27097035,Bellbird Park,DRO,Gippsland Bulls,KBH Brumbies,,,Not entered,,,
7,Under 16 Boys Pennant,27097020,Hume Hockey Centre,HUM,Craigieburn Falcons Hockey Club,Waverley Hockey Club,,,Not entered,,,
7,Under 16 Boys Shield A,27097005,Elwood,ELW,MCC Hockey Section,Camberwell Hockey Club,,,Not entered,,,
7,Under 16 Mixed District North West,27097095,Elwood,ELW,MCC Hockey Section,Footscray Hockey Club,,,Not entered,,,
7,Under 16 Girls Shield B,27097035,Ballarat Hockey Centre,,WestVic Hockey,MCC Hockey Section,,,Not entered,,,
7,Under 12 Boys Shield A,27097860,Melbourne Sports Centres Parkville,P-1,Hawthorn Hockey Club,MCC Hockey Section,,,Not entered,,,
7,Under 12 Boys Pennant South East,27097920,Melbourne Sports Centres Parkville,P-1,Hawthorn Hockey Club,Bayside Cougars Hockey Club,,,Not entered,,,
7,Under 12 Boys Pennant South East,27097980,Melbourne Sports Centres Parkville,P-1,Powerhouse & St. Kilda Hockey Club,Doncaster Hockey Club,,,Not entered,,,
7,Under 12 Girls Shield,27097860,Elgar Park,ELG,KBH Brumbies,Toorak East Malvern Hockey Club,,,Not entered,,,
7,Under 12 Girls Shield,27097980,Greensborough Hockey Centre,GRN1,Greensborough Hockey Club,Doncaster Hockey Club,,,Not entered,,,
7,Under 12 Boys Shield B,27097920,Yarra Valley Hockey Centre,YAR,Yarra Valley HC,KBH Brumbies,,,Not entered,,,
7,Under 12 Girls Pennant,27097860,Yarra Valley Hockey Centre,YAR,YVHC Blue,Craigieburn Falcons Hockey Club,,,Not entered,,,
7,Under 12 Boys Shield B,27097980,Footscray Hockey Club,ASF,Footscray Hockey Club,Altona Hockey Club,,,Not entered,,,
7,Under 12 Boys Pennant North West,27097860,Footscray Hockey Club,ASF,Footscray Hockey Club,Melton Hockey Club,,,Not entered,,,
7,Under 12 Girls Shield,27097920,Footscray Hockey Club,ASF,Footscray Hockey Club,Waverley Hockey Club,,,Not entered,,,
7,Under 10 Girls District (Half Field) South East,27097860,Hedley Hull Field,HHF,Waverley Hockey Club,Southern United Hockey Club,,,Not entered,,,
7,Under 12 Boys Shield A,27097980,Mentone Grammar Playing Fields,MNT,Mentone Hockey Club,Waverley Hockey Club,,,Not entered,,,
7,Under 12 Girls Shield,27097920,Mentone Grammar Playing Fields,MNT,Mentone Hockey Club,Knox Hockey Club,,,Not entered,,,
7,Under 12 Boys Pennant South East,27097980,Melbourne High School,MHS,MCC Hockey Section,Greater Dandenong Warriors Hockey Club,,,Not entered,,,
7,Under 12 Girls Pennant,27097980,Altona Hockey Club,ALT,Altona Hockey Club,Melton Hockey Club,,,Not entered,,,
7,Under 12 Boys Shield B,27097920,Brunswick Secondary College,BRU,Brunswick Hockey Club,Toorak East Malvern Hockey Club,,,Not entered,,,
7,Under 12 Girls Shield,27097995,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Southern United Hockey Club,,,Not entered,,,
7,Under 10 Girls District (Half Field) South East,27097935,Camberwell Hockey Club,CAM,Camberwell Hockey Club,KBH Brumbies,,,Not entered,,,
7,Under 12 Boys Pennant South East,27097980,The Knox School,KNX,Knox Hockey Club,Camberwell Hockey Club,,,Not entered,,,
7,Under 12 Boys Shield A,27097940,Southern United Hockey Club,MBN,Southern United Hockey Club,Camberwell Hockey Club,,,Not entered,,,
7,Under 12 Boys Pennant North West,27097920,Melton Hockey Ground,MEL,Caroline Springs Hockey Club,Essendon Hockey,,,Not entered,,,
7,Under 12 Boys Pennant North West,27097950,PEGS Sporting Fields,PSF2,PEGS Hockey Club,Werribee Hockey Club,,,Not entered,,,
7,Under 12 Girls Pennant,27097950,PEGS Sporting Fields,PSF1,PEGS Hockey Club,Brunswick Hockey Club,,,Not entered,,,
7,Under 10 Mixed Central Flames,27097815,Hawthorn Malvern Hockey Centre,H-1,TEM Panthers,TEM Tigers,,,Not entered,,,
7,Under 10 Mixed Central Flames,27097815,Hawthorn Malvern Hockey Centre,H-1,Hawthorn Eagles,MCC Hockey Section Blue,,,Not entered,,,
7,Under 10 Mixed Central Flames,27097875,Hawthorn Malvern Hockey Centre,H-1,TEM Lions,Powerhouse St Kilda White (1),,,Not entered,,,
7,Under 10 Mixed Central Flames,27097875,Hawthorn Malvern Hockey Centre,H-1,Melbourne High School Old Boys Hockey Club,MCC Hockey Section Red,,,Not entered,,,
7,Under 10 Mixed Central Flames,27097875,Hawthorn Malvern Hockey Centre,H-1,Hawthorn Hawks,Powerhouse St Kilda Green,,,Not entered,,,
7,Under 12 Boys Shield B,27097980,Hume Hockey Centre,HUM,Craigieburn Falcons Hockey Club,Greensborough Hockey Club,,,Not entered,,,
9,GAME Clothing Women's Premier League,27098130,Melbourne Sports Centres Parkville,P-1,Melbourne University Hockey Club,MCC Hockey Section,,,Not entered,,,
9,GAME Clothing Men's Premier League,27098220,Melbourne Sports Centres Parkville,P-1,Melbourne University Hockey Club,MCC Hockey Section,,,Not entered,,,
9,GAME Clothing Women's Premier League Reserves,27098040,Melbourne Sports Centres Parkville,P-1,Melbourne University Hockey Club,MCC Hockey Section,,,Not entered,,,
9,GAME Clothing Men's Premier League Reserves,27098310,Melbourne Sports Centres Parkville,P-1,Melbourne University Hockey Club,MCC Hockey Section,,,Not entered,,,
9,Men's Pennant A,27098070,Essendon Hockey Centre,ESS2,Essendon Hockey,Footscray Hockey Club,,,Not entered,,,
9,Men's Pennant E,27098160,Essendon Hockey Centre,ESS2,Essendon Hockey,Southern United Hockey Club,,,Not entered,,,
9,Men's Pennant F,27098250,Essendon Hockey Centre,ESS2,Essendon Hockey,Camberwell Hockey Club,,,Not entered,,,
9,Women's Pennant A,27098070,Essendon Hockey Centre,ESS1,Essendon Hockey,Doncaster Hockey Club,,,Not entered,,,
9,Women's Pennant B,27098160,Essendon Hockey Centre,ESS1,Essendon Hockey,Footscray Hockey Club,,,Not entered,,,
9,Women's Pennant D,27098250,Essendon Hockey Centre,ESS1,Essendon Hockey,Knox Hockey Club,,,Not entered,,,
9,Women's Metro B North West,27098340,Essendon Hockey Centre,ESS1,Essendon Hockey (Black),Brunswick Hockey Club,,,Not entered,,,
9,Women's Metro B North West,27098430,Essendon Hockey Centre,ESS1,Essendon Hockey (Red),Sunshine Hockey Club,,,Not entered,,,
9,Men's Pennant B,27098070,Elgar Park,ELG,KBH Brumbies Hockey Club,Toorak East Malvern Hockey Club,,,Not entered,,,
9,Men's Pennant C,27098160,Elgar Park,ELG,KBH Brumbies Hockey Club,Greensborough Hockey Club,,,Not entered,,,
9,Men's Pennant E,27098250,Elgar Park,ELG,KBH Brumbies Hockey Club,Knox Hockey Club,,,Not entered,,,
9,Men's Pennant F,27098340,Elgar Park,ELG,KBH Brumbies Hockey Club,PEGS Hockey Club,,,Not entered,,,
9,Men's Metro A,27098430,Elgar Park,ELG,KBH Brumbies Hockey Club,PEGS Hockey Club,,,Not entered,,,
9,Men's Pennant A,27098160,Greensborough Hockey Centre,GRN1,Greensborough Hockey Club,Mentone Hockey Club,,,Not entered,,,
9,Men's Pennant F,27098070,Greensborough Hockey Centre,GRN1,Greensborough Hockey Club,Melbourne University Hockey Club,,,Not entered,,,
9,Women's Pennant C,27098250,Greensborough Hockey Centre,GRN1,Greensborough Hockey Club,Mornington Peninsula Hockey Club,,,Not entered,,,
9,Women's Pennant F,27098340,Greensborough Hockey Centre,GRN1,Greensborough Hockey Club,Bayside Cougars Hockey Club,,,Not entered,,,
9,Men's Metro B East,27098160,Greensborough Hockey Centre,GRN2,Greensborough Hockey Club,Doncaster Hockey Club,,,Not entered,,,
9,Women's Pennant B,27098160,Koonung Secondary College,KNG,Camberwell Hockey Club,Toorak East Malvern Hockey Club,,,Not entered,,,
9,Women's Pennant F,27098250,Koonung Secondary College,KNG,Camberwell Hockey Club,Eastern Christian Hockey Organisation (ECHO),,,Not entered,,,
9,Women's Pennant F,27098160,Yarra Valley Hockey Centre,YAR,Yarra Valley Hockey Club,Toorak East Malvern Hockey Club,,,Not entered,,,
9,Men's Pennant F,27098070,Peninsula Hockey Centre,PHC,Mornington Peninsula Hockey Club Cerberus,Werribee Hockey Club,,,Not entered,,,
9,GAME Clothing Women's Premier League,27098160,Footscray Hockey Club,ASF,Footscray Hockey Club,Toorak East Malvern Hockey Club,,,Not entered,,,
9,GAME Clothing Men's Premier League,27098250,Footscray Hockey Club,ASF,Footscray Hockey Club,Toorak East Malvern Hockey Club,,,Not entered,,,
9,GAME Clothing Women's Premier League Reserves,27098070,Footscray Hockey Club,ASF,Footscray Hockey Club,Toorak East Malvern Hockey Club,,,Not entered,,,
9,GAME Clothing Men's Premier League Reserves,27098340,Footscray Hockey Club,ASF,Footscray Hockey Club,Toorak East Malvern Hockey Club,,,Not entered,,,
9,Men's Pennant C,27098070,Footscray Hockey Club,BSF,Footscray Hockey Club,Toorak East Malvern Hockey Club,,,Not entered,,,
9,Women's Pennant A,27098250,Footscray Hockey Club,BSF,Footscray Hockey Club,KBH Brumbies Hockey Club,,,Not entered,,,
9,Women's Pennant D,27098160,Footscray Hockey Club,BSF,Footscray Hockey Club,Doncaster Hockey Club,,,Not entered,,,
9,Women's Pennant E,27098340,Footscray Hockey Club,BSF,Footscray Hockey Club,PEGS Hockey Club,,,Not entered,,,
9,Women's Pennant F,27098430,Footscray Hockey Club,BSF,Footscray Hockey Club,Southern United Hockey Club,,,Not entered,,,
9,Women's Vic League 1,27098160,Bendigo Hockey Centre,BEN,North West Lightning,Brunswick Hockey Club,,,Not entered,,,
9,Women's Vic League 1 Reserves,27098070,Bendigo Hockey Centre,BEN,North West Lightning,Brunswick Hockey Club,,,Not entered,,,
9,Men's Vic League 1,27098250,Bendigo Hockey Centre,BEN,North West Lightning,Mentone Hockey Club,,,Not entered,,,
9,Men's Vic League 1 Reserves,27098340,Bendigo Hockey Centre,BEN,North West Lightning,Mentone Hockey Club,,,Not entered,,,
9,GAME Clothing Women's Premier League,27098250,Hedley Hull Field,HHF,Waverley Hockey Club,Doncaster Hockey Club,,,Not entered,,,
9,GAME Clothing Men's Premier League,27098160,Hedley Hull Field,HHF,Waverley Hockey Club,Doncaster Hockey Club,,,Not entered,,,
9,GAME Clothing Women's Premier League Reserves,27098340,Hedley Hull Field,HHF,Waverley Hockey Club,Doncaster Hockey Club,,,Not entered,,,
9,GAME Clothing Men's Premier League Reserves,27098070,Hedley Hull Field,HHF,Waverley Hockey Club,Doncaster Hockey Club,,,Not entered,,,
9,Men's Vic League 2,27098160,Mentone Grammar Playing Fields,MNT,St. Bede's Hockey Club,Melbourne Sikhs United HC,,,Not entered,,,
9,Men's Vic League 2 Reserves,27098070,Mentone Grammar Playing Fields,MNT,St. Bede's Hockey Club,Melbourne Sikhs United HC,,,Not entered,,,
9,Women's Pennant E,27098250,Mentone Grammar Playing Fields,MNT,St. Bede's Hockey Club,Waverley Hockey Club,,,Not entered,,,
9,Men's Metro A,27098340,Mentone Grammar Playing Fields,MNT,St. Bede's Hockey Club,Brunswick Hockey Club,,,Not entered,,,
9,Women's Vic League 2,27098250,Melbourne High School,MHS,Melbourne High School Old Boys Hockey Club,Gippsland Bulls,,,Not entered,,,
9,Men's Vic League 2,27098160,Melbourne High School,MHS,Melbourne High School Old Boys Hockey Club,La Trobe University Hockey Club,,,Not entered,,,
9,Men's Vic League 2 Reserves,27098070,Melbourne High School,MHS,Melbourne High School Old Boys Hockey Club,La Trobe University Hockey Club,,,Not entered,,,
9,Women's Pennant E,27098340,Melbourne High School,MHS,Melbourne High School Old Boys Hockey Club,Toorak East Malvern Hockey Club,,,Not entered,,,
9,GAME Clothing Women's Premier League,27098250,Altona Hockey Club,ALT,Altona Hockey Club,Greensborough Hockey Club,,,Not entered,,,
9,GAME Clothing Men's Premier League,27098160,Altona Hockey Club,ALT,Altona Hockey Club,Greensborough Hockey Club,,,Not entered,,,
9,GAME Clothing Women's Premier League Reserves,27098340,Altona Hockey Club,ALT,Altona Hockey Club,Greensborough Hockey Club,,,Not entered,,,
9,GAME Clothing Men's Premier League Reserves,27098070,Altona Hockey Club,ALT,Altona Hockey Club,Greensborough Hockey Club,,,Not entered,,,
9,Women's Metro B North West,27098430,Altona Hockey Club,ALT,Altona Hockey Club,PEGS Hockey Club,,,Not entered,,,
9,GAME Clothing Women's Premier League,27098250,Albert Park,APK,Powerhouse & St Kilda Hockey Club,KBH Brumbies Hockey Club,,,Not entered,,,
9,GAME Clothing Men's Premier League,27098160,Albert Park,APK,Powerhouse & St Kilda Hockey Club,KBH Brumbies Hockey Club,,,Not entered,,,
9,GAME Clothing Women's Premier League Reserves,27098340,Albert Park,APK,Powerhouse & St Kilda Hockey Club,KBH Brumbies Hockey Club,,,Not entered,,,
9,GAME Clothing Men's Premier League Reserves,27098070,Albert Park,APK,Powerhouse & St Kilda Hockey Club,KBH Brumbies Hockey Club,,,Not entered,,,
9,Women's Vic League 2,27098250,Berwick,BER,Casey Hockey Club,Eastern Christian Hockey Organisation (ECHO),,,Not entered,,,
9,Men's Vic League 2,27098160,Berwick,BER,Casey Hockey Club,Eastern Christian Hockey Organisation (ECHO),,,Not entered,,,
9,Men's Vic League 2 Reserves,27098070,Berwick,BER,Casey Hockey Club,Eastern Christian Hockey Organisation (ECHO),,,Not entered,,,
9,Women's Pennant F,27098340,Berwick,BER,Casey Hockey Club,RMIT Hockey Club,,,Not entered,,,
9,Men's Pennant D,27098070,Brunswick Secondary College,BRU,Brunswick Hockey Club,Melbourne University Hockey Club,,,Not entered,,,
9,Women's Pennant C,27098160,Brunswick Secondary College,BRU,Brunswick Hockey Club,MCC Hockey Section,,,Not entered,,,
9,Men's Vic League 3,27098160,Brighton Secondary College,BTN,Bayside Cougars Hockey Club,RMIT Hockey Club,,,Not entered,,,
9,GAME Clothing Women's Premier League,27098160,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Yarra Valley Hockey Club,,,Not entered,,,
9,GAME Clothing Men's Premier League,27098250,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Yarra Valley Hockey Club,,,Not entered,,,
9,GAME Clothing Women's Premier League Reserves,27098070,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Yarra Valley Hockey Club,,,Not entered,,,
9,GAME Clothing Men's Premier League Reserves,27098340,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Yarra Valley Hockey Club,,,Not entered,,,
9,Men's Pennant B,27098070,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Altona Hockey Club,,,Not entered,,,
9,Men's Pennant D,27098160,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Footscray Hockey Club,,,Not entered,,,
9,Men's Metro A,27098250,Doncaster Hockey Centre,DON,Doncaster Hockey Club,La Trobe University Hockey Club,,,Not entered,,,
9,Women's Metro B East,27098340,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Camberwell Hockey Club,,,Not entered,,,
9,Women's Vic League 1,27098250,Geelong Stead Park,GEL1,Hockey Geelong Sharks,Knox Hockey Club,,,Not entered,,,
9,Women's Vic League 1 Reserves,27098340,Geelong Stead Park,GEL1,Hockey Geelong Sharks,Knox Hockey Club,,,Not entered,,,
9,Men's Vic League 1,27098160,Geelong Stead Park,GEL1,Hockey Geelong Sharks,Knox Hockey Club,,,Not entered,,,
9,Men's Vic League 1 Reserves,27098070,Geelong Stead Park,GEL1,Hockey Geelong Sharks,Knox Hockey Club,,,Not entered,,,
9,Women's Pennant D,27098070,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,Camberwell Hockey Club,,,Not entered,,,
9,Men's Metro B East,27098160,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,Old Trinity Hockey Club (1),,,Not entered,,,
9,Women's Metro B East,27098250,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,Knox Hockey Club,,,Not entered,,,
9,GAME Clothing Women's Premier League,27098160,Southern United Hockey Club,MBN,Southern United Hockey Club,Essendon Hockey,,,Not entered,,,
9,GAME Clothing Men's Premier League,27098250,Southern United Hockey Club,MBN,Southern United Hockey Club,Essendon Hockey,,,Not entered,,,
