5,Men's Midweek Open CSE,27020760,Koonung Secondary College,KNG,Old Xavs,Monash University,0,4,Away Win,14,15,
5,Men's Masters 45+ CNW,27020850,Yarra Valley Hockey Centre,YAR,Yarra Valley,Camberwell,1,1,Draw,13,12,
5,Men's Masters 45+ D,27020790,Yarra Valley Hockey Centre,YAR,Yarra Valley,Southern United,1,1,Draw,13,11,
5,Men's Masters 45+ CNW,27020790,Footscray Hockey Club,ASF,Footscray,Greensborough,4,1,Home Win,15,11,
5,Men's Midweek Open CSE,27020700,Hedley Hull Field,HHF,ECHO,Collegians-X,4,2,Home Win,13,8,
5,Men's Midweek Open CSE,27020760,Hedley Hull Field,HHF,Waverley,Southern United,0,3,Away Win,14,13,
5,Men's Masters 45+ D,27020820,Hedley Hull Field,HHF,Waverley,TEM,1,1,Draw,11,12,
5,Men's Masters 45+ B,27020760,Mentone Grammar Playing Fields,MNT,Mentone,Camberwell,0,1,Away Win,14,13,
5,Men's Masters 45+ CSE,27020700,Mentone Grammar Playing Fields,MNT,Mentone,Frankston,4,0,Home Win,13,13,
5,Men's Masters 45+ A,27020760,Melbourne High School,MHS,MCC,Melbourne University Hockey Club,2,2,Draw,13,10,
5,Men's Masters 45+ B,27020820,Melbourne High School,MHS,MHSOB,Frankston,1,1,Draw,11,10,
5,Men's Masters 45+ D,27020700,Melbourne High School,MHS,MHSOB,Camberwell Blue,2,1,Home Win,15,12,
5,Men's Midweek Open CCW,27020760,Altona Hockey Club,ALT,Altona,Greensborough,2,4,Away Win,10,13,
5,Men's Midweek Open B,27020760,Albert Park,APK,PHSTK,TEM,0,0,Draw,10,13,
5,Men's Masters 45+ CSE,27020760,Berwick,BER,Casey Hockey Club,Camberwell Blue,1,1,Draw,13,13,
5,Men's Masters 45+ B,27020760,Brunswick Secondary College,BRU,Brunswick,GDWHC,1,1,Draw,9,13,
5,Men's Masters 45+ A,27020760,Camberwell Hockey Club,CAM,Camberwell,KBH Brumbies,4,1,Home Win,12,14,
5,Men's Midweek Open CSE,27020760,Dandenong Hockey Centre,DAN,Mornington Peninsula,Maccabi,,,Not entered,,,
5,Men's Masters 45+ CSE,27020700,Dandenong Hockey Centre,DAN,Southern Knights,GDWHC,2,1,Home Win,14,14,
5,Men's Masters 45+ A,27020790,Doncaster Hockey Centre,DON,Doncaster,TEM,3,1,Home Win,12,12,
5,Men's Masters 45+ D,27020730,Doncaster Hockey Centre,DON,Doncaster,Mentone,1,0,Home Win,12,12,
5,Men's Masters 45+ CSE,27020730,The Knox School,KNX,Knox Hockey Club,Gippsland Bulls,8,0,Home Win,13,11,
5,Men's Masters 45+ D,27020790,The Knox School,KNX,Knox Hockey Club,PHSTK,1,2,Away Win,13,11,
5,Men's Midweek Open A,27020790,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,Monash University,1,4,Away Win,13,11,
5,Men's Masters 45+ CNW,27020730,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,KBH Brumbies,2,3,Away Win,13,15,
5,Men's Masters 45+ B,27020790,PEGS Sporting Fields,PSF1,PEGS,TEM,4,1,Home Win,13,13,
5,Men's Midweek Open A,27020790,Werribee Hockey Club,WER,Werribee Hockey Club,Doncaster,11,0,Home Win,14,10,
5,Men's Masters 45+ CSE,27020730,Yarra Valley Grammar,YVG,Croydon Ranges,Doncaster,4,1,Home Win,12,13,
5,Men's Midweek Open B,27020700,Hawthorn Malvern Hockey Centre,H-1,Hawthorn,MCC,0,2,Away Win,12,12,
5,Men's Midweek Open CSE,27020760,Hawthorn Malvern Hockey Centre,H-2,Old Carey Hockey Club,Glen Eira Hockey Club,1,0,Home Win,11,15,
5,Men's Masters 45+ B,27020760,Hawthorn Malvern Hockey Centre,H-1,Hawthorn,Southern United,4,0,Home Win,15,12,
5,Men's Masters 45+ CSE,27020700,Hawthorn Malvern Hockey Centre,H-2,Hawthorn,Camberwell Tangerine,2,1,Home Win,15,11,
5,Men's Masters 45+ D,27020820,Hawthorn Malvern Hockey Centre,H-1,Hawthorn,MCC,0,2,Away Win,13,13,
5,Women's Masters 35+ BSE,27023700,Melbourne Sports Centres Parkville,P-1,Melbourne Razorbacks,Mentone,2,1,Home Win,10,12,
5,Women's Masters 35+ BNW,27023640,Melbourne Sports Centres Parkville,P-1,RMIT,Brunswick,5,0,Home Win,11,1,
5,Men's Masters 50+ A,27023580,Essendon Hockey Centre,ESS2,Essendon,KBH Brumbies,1,3,Away Win,11,13,
5,Women's Masters 35+ BNW,27023640,Essendon Hockey Centre,ESS1,Essendon,Yarra Valley,0,3,Away Win,11,11,
5,Women's Masters 45+,27023700,Essendon Hockey Centre,ESS1,Essendon,Yesterdays Heroes,0,0,Draw,12,11,
5,Men's Masters 50+ B,27023655,Elgar Park,ELG,KBH Brumbies,La Trobe University Hockey Club,1,6,Away Win,10,12,
5,Men's Masters 60+,27023640,Greensborough Hockey Centre,GRN1,Greensborough,Yarra Valley Blue,4,0,Home Win,11,10,
5,Women's Masters 35+ A,27023700,Greensborough Hockey Centre,GRN1,Greensborough,Brunswick,5,2,Home Win,10,12,
5,Men's Masters 50+ A,27023580,Koonung Secondary College,KNG,Camberwell,Yarra Valley,2,1,Home Win,12,12,
5,Men's Masters 50+ B,27023700,Koonung Secondary College,KNG,Camberwell,Elwood,1,1,Draw,12,10,
5,Men's Masters 60+,27023640,Koonung Secondary College,KNG,Camberwell,Yarra Valley Gold,1,0,Home Win,13,11,
5,Men's Masters 50+ B,27023580,Footscray Hockey Club,ASF,Melbourne University Hockey Club,Essendon,2,2,Draw,11,13,
5,Men's Masters 60+,27023640,Footscray Hockey Club,ASF,Footscray,KBH Brumbies,1,1,Draw,16,14,
5,Women's Masters 35+ A,27023670,Footscray Hockey Club,BSF,Footscray,Hawthorn,2,0,Home Win,14,12,
5,Women's Masters 45+,27023700,Footscray Hockey Club,ASF,Footscray,MCC,1,2,Away Win,13,12,
5,Women's Masters 35+ A,27023730,Mentone Grammar Playing Fields,MNT,Mentone,Melbourne University Hockey Club,4,0,Home Win,11,11,
5,Women's Masters 45+,27023670,Mentone Grammar Playing Fields,MNT,Mentone,Camberwell,1,1,Draw,14,9,
5,Men's Masters 60+,27023715,Melbourne High School,MHS,MCC,Southern A,0,4,Away Win,12,13,
5,Men's Masters 50+ A,27023640,Albert Park,APK,St Kilda Old Boys,Hockey Geelong,3,0,Home Win,13,13,
5,Men's Masters 50+ B,27023640,The Knox School,KNX,Knox Hockey Club,Brunswick,1,1,Draw,12,13,
5,Men's Masters 50+ B,27023655,Southern United Hockey Club,MBN,Southern United,Southern,1,0,Home Win,13,12,
5,Women's Masters 35+ BSE,27023715,Southern United Hockey Club,MBN,Southern United,Bayside,0,3,Away Win,13,13,
5,Women's Masters 35+ BSE,27023700,Monash University,MON,Monash University 1,Monash University 2,1,0,Home Win,9,9,
5,Women's Masters 35+ A,27023640,Werribee Hockey Club,WER,Werribee Hockey Club,Camberwell,1,0,Home Win,12,12,
5,Men's Masters 50+ B,27023730,Hawthorn Malvern Hockey Centre,H-1,TEM,Doncaster,1,1,Draw,13,12,
5,Women's Masters 35+ BSE,27023670,Hawthorn Malvern Hockey Centre,H-1,TEM,Doncaster,0,7,Away Win,12,11,
5,Men's Masters 50+ A,27023670,Melbourne University Hockey Ground,MUH,Melbourne University Hockey Club,Southern,3,0,Home Win,12,12,
5,Women's Masters 35+ BSE,27023670,Elwood,ELW,Glen Eira Hockey Club,Hawthorn,2,0,Home Win,12,13,
4,Under 16 Girls Shield B,27026470,Elgar Park,ELG,KBH Brumbies,Mentone Hockey Club,0,8,Away Win,13,14,
4,Under 14 Girls Shield A,27026400,Elgar Park,ELG,KBH Brumbies,Waverley Hockey Club,0,5,Away Win,12,13,
4,Under 16 Girls Shield B,27026400,Greensborough Hockey Centre,GRN1,Greensborough Hockey Club,Essendon Hockey,0,6,Away Win,12,12,
4,Under 14 Girls Shield A,27026470,Greensborough Hockey Centre,GRN1,Greensborough Hockey Club,Southern United Hockey Club,0,1,Away Win,13,13,
4,Under 14 Mixed District East,27026400,Koonung Secondary College,KNG,Eastern Christian Hockey Organisation (ECHO),Camberwell Hockey Club,6,3,Home Win,12,14,
4,Under 18 Mixed North West,27026610,Yarra Valley Hockey Centre,YAR,Yarra Valley Hockey Club,Greensborough Hockey Club,1,3,Away Win,14,14,
4,Under 16 Boys Shield B,27026540,Yarra Valley Hockey Centre,YAR,Yarra Valley Hockey Club,WestVic Hockey,2,1,Home Win,14,14,
4,Under 16 Girls Pennant,27026470,Yarra Valley Hockey Centre,YAR,Yarra Valley Hockey Club,Altona Hockey Club,1,0,Home Win,13,14,
4,Under 14 Boys Shield B,27026400,Yarra Valley Hockey Centre,YAR,Yarra Valley Hockey Club,PEGS Hockey Club,0,0,Draw,13,10,
4,Under 16 Boys Pennant,27026610,Peninsula Hockey Centre,PHC,Mornington Peninsula Hockey Club,Yarra Valley Hockey Club,0,0,Draw,11,9,
4,Under 16 Girls Pennant,27026470,Peninsula Hockey Centre,PHC,Mornington Peninsula Hockey Club,Knox Hockey Club,4,1,Home Win,13,12,
4,Under 16 Mixed District South East,27026400,Peninsula Hockey Centre,PHC,Frankston Hockey Club,St Bede's Hockey Club,2,1,Home Win,13,16,
4,Under 14 Girls Pennant,27026540,Peninsula Hockey Centre,PHC,Mornington Peninsula Hockey Club,Powerhouse & St. Kilda Hockey Club,3,,Home Win,16,10,
4,Under 16 Boys Shield B,27026610,Footscray Hockey Club,ASF,Footscray Hockey Club,Altona Hockey Club,2,3,Away Win,12,13,
4,Under 16 Girls Shield A,27026540,Footscray Hockey Club,ASF,Footscray Hockey Club,Gippsland Bulls,1,2,Away Win,13,13,
4,Under 14 Boys Shield B,27026470,Footscray Hockey Club,ASF,Footscray Hockey Club,KBH Brumbies,10,0,Home Win,14,14,
4,Under 14 Girls Shield A,27026400,Footscray Hockey Club,ASF,Footscray Hockey Club,Hawthorn Hockey Club,11,0,Home Win,13,14,
4,Under 14 Mixed District North West,27026550,Footscray Hockey Club,BSF,Footscray Hockey Club,Melton Hockey Club,2,0,Home Win,14,11,
4,Under 16 Boys Shield A,27026470,Hedley Hull Field,HHF,Waverley Hockey Club,Essendon Hockey,2,1,Home Win,13,11,
4,Under 16 Boys Pennant,27026610,Hedley Hull Field,HHF,Waverley Hockey Club,Southern United Hockey Club,3,3,Draw,14,13,
4,Under 14 Boys Shield A,27026400,Hedley Hull Field,HHF,Waverley Hockey Club,Brunswick Hockey Club,3,3,Draw,13,11,
4,Under 14 Mixed District South East,27026540,Hedley Hull Field,HHF,Waverley Hockey Club,Greater Dandenong Warriors Hockey Club,2,0,Home Win,12,12,
4,Under 18 Mixed Central,27026540,Mentone Grammar Playing Fields,MNT,St. Bede's Hockey Club Blue,Bayside Cougars Hockey Club,1,3,Away Win,12,11,
4,Under 16 Boys Shield B,27026400,Mentone Grammar Playing Fields,MNT,Mentone Hockey Club,KBH Brumbies,3,4,Away Win,16,15,
4,Under 14 Boys Pennant,27026470,Mentone Grammar Playing Fields,MNT,Mentone Hockey Club,Mornington Peninsula Hockey Club,0,5,Away Win,12,12,
4,Under 16 Boys Shield A,27026505,Melbourne High School,MHS,MCC Hockey Section,Doncaster Hockey Club,4,3,Home Win,13,13,
4,Under 14 Boys Shield A,27026580,Melbourne High School,MHS,MCC Hockey Section,Hawthorn Hockey Club,2,0,Home Win,14,12,
4,Under 14 Boys Pennant,27026430,Melbourne High School,MHS,MCC Hockey Section,Powerhouse & St Kilda Hockey Club,4,0,Home Win,13,11,
4,Under 14 Boys Shield B,27026470,Altona Hockey Club,ALT,Altona Hockey Club,Southern United Hockey Club,2,10,Away Win,12,10,
4,Under 18 Mixed Central,27026610,Albert Park,APK,Powerhouse & St. Kilda Hockey Club,KBH Brumbies,2,2,Draw,14,13,
4,Under 16 Boys Pennant,27026400,Albert Park,APK,Powerhouse & St. Kilda Hockey Club,Camberwell Hockey Club,1,6,Away Win,11,14,
4,Under 14 Mixed District South East,27026460,Berwick,BER,Casey Hockey Club,MCC Hockey Section,4,1,Home Win,15,11,
4,Under 18 Mixed North West,27026610,Brunswick Secondary College,BRU,Brunswick Hockey Club,PEGS Hockey Club,2,1,Home Win,,11,
4,Under 16 Boys Shield B,27026540,Brunswick Secondary College,BRU,Brunswick Hockey Club,PEGS Hockey Club,2,0,Home Win,16,13,
4,Under 14 Boys Pennant,27026470,Brunswick Secondary College,BRU,Brunswick Hockey Club,Yarra Valley Hockey Club,0,3,Away Win,13,13,
4,Under 14 Girls Shield B,27026400,Brunswick Secondary College,BRU,Brunswick Hockey Club,Mentone Hockey Club,1,0,Home Win,12,11,
4,Under 18 Mixed Central,27026540,Brighton Secondary College,BTN,Southern United Hockey Club Red,MCC Hockey Section,0,1,Away Win,13,16,
4,Under 16 Mixed District South East,27026470,Brighton Secondary College,BTN,Bayside Cougars Hockey Club,Croydon Ranges Hockey Club,0,3,Away Win,15,11,
4,Under 14 Mixed District South East,27026400,Brighton Secondary College,BTN,Bayside Cougars Hockey Club,St. Bede's Hockey Club,0,3,Away Win,8,13,
4,Under 16 Boys Shield A,27026530,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Southern United Hockey Club,8,1,Home Win,13,12,
4,Under 16 Girls Pennant,27026600,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Hawthorn Hockey Club,0,1,Away Win,16,12,
4,Under 16 Mixed District South East,27026390,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Doncaster Hockey Club,0,2,Away Win,14,11,
4,Under 14 Boys Shield A,27026460,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Mentone Hockey Club,0,0,Draw,12,14,
4,Under 18 Mixed Central,27026460,Dandenong Hockey Centre,DAN,Greater Dandenong Warriors Hockey Club,Southern United Hockey Club Black,2,2,Draw,14,12,
4,Under 16 Girls Shield A,27026400,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Powerhouse & St. Kilda Hockey Club,1,0,Home Win,13,13,
4,Under 16 Girls Pennant,27026610,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Powerhouse & St. Kilda Hockey Club,0,7,Away Win,13,6,
4,Under 14 Boys Shield B,27026540,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Greensborough Hockey Club,2,11,Away Win,13,16,
4,Under 14 Mixed District East,27026470,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Croydon Ranges Hockey Club,2,1,Home Win,12,12,
4,Under 14 Boys Shield A,27026460,Geelong Stead Park,GEL1,Hockey Geelong,Doncaster Hockey Club,0,2,Away Win,13,12,
4,Under 16 Boys Pennant,27026470,The Knox School,KNX,Knox Hockey Club Green,Craigieburn Falcons Hockey Club,0,19,Away Win,16,12,
4,Under 14 Mixed District East,27026400,The Knox School,KNX,Knox Hockey Club,La Trobe University Hockey Club,0,2,Away Win,11,12,
4,Under 16 Mixed District North West,27026430,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,MCC Hockey Section,6,0,Home Win,12,10,
4,Under 16 Girls Shield A,27026610,Southern United Hockey Club,MBN,Southern United Hockey Club,Camberwell Hockey Club,2,0,Home Win,12,16,
4,Under 16 Girls Pennant,27026540,Southern United Hockey Club,MBN,Southern United Hockey Club,Frankston Hockey Club,8,0,Home Win,10,12,
4,Under 14 Boys Pennant,27026400,Southern United Hockey Club,MBN,Southern United Hockey Club,Camberwell Hockey Club,0,2,Away Win,13,12,
4,Under 14 Girls Pennant,27026470,Southern United Hockey Club,MBN,Southern United Hockey Club,Altona Hockey Club,0,5,Away Win,14,10,
4,Under 18 Mixed North West,27026535,Melton Hockey Ground,MEL,Melton Hockey Club,Altona Hockey Club (1),3,6,Away Win,14,13,
4,Under 16 Mixed District North West,27026445,Melton Hockey Ground,MEL,Melton Hockey Club,Footscray Hockey Club,7,0,Home Win,12,12,
4,Under 14 Girls Pennant,27026430,PEGS Sporting Fields,PSF1,PEGS Hockey Club,Doncaster Hockey Club,2,1,Home Win,13,12,
4,Under 16 Mixed District North West,27026470,Werribee Hockey Club,WER,Werribee Hockey Club,Essendon Hockey,0,2,Away Win,14,13,
4,Under 14 Mixed District North West,27026400,Werribee Hockey Club,WER,Werribee Hockey Club,Essendon Hockey,2,0,Home Win,14,15,
4,Under 16 Boys Pennant,27026470,Yarra Valley Grammar,YVG,Doncaster Hockey Club,Knox Hockey Club YELLOW,,,Not entered,,,
4,Under 18 Mixed Central,27026470,Hawthorn Malvern Hockey Centre,H-2,Toorak East Malvern Hockey Club,Doncaster Hockey Club,0,5,Away Win,15,16,
4,Under 16 Boys Shield B,27026540,Hawthorn Malvern Hockey Centre,H-1,Toorak East Malvern Hockey Club,Hockey Geelong,0,6,Away Win,11,13,
4,Under 16 Boys Pennant,27026610,Hawthorn Malvern Hockey Centre,H-2,Hawthorn Hockey Club,MCC Hockey Section,2,0,Home Win,11,11,
4,Under 16 Girls Shield A,27026470,Hawthorn Malvern Hockey Centre,H-1,Toorak East Malvern Hockey Club,Waverley Hockey Club,3,2,Home Win,12,12,
4,Under 14 Boys Shield B,27026400,Hawthorn Malvern Hockey Centre,H-1,Toorak East Malvern Hockey Club,Essendon Hockey,0,5,Away Win,13,11,
4,Under 14 Girls Shield A,27026400,Hawthorn Malvern Hockey Centre,H-2,Toorak East Malvern Hockey Club,Doncaster Hockey Club,1,1,Draw,12,11,
4,Under 14 Girls Pennant,27026540,Hawthorn Malvern Hockey Centre,H-2,Toorak East Malvern Hockey Club,La Trobe University Hockey Club,0,6,Away Win,12,13,
4,Under 18 Mixed Central,27026475,Bellbird Park,DRO,Gippsland Bulls,Knox Hockey Club,3,1,Home Win,14,12,
4,Under 14 Mixed District North West,27026400,Hume Hockey Centre,HUM,Craigieburn Falcons Hockey Club,Brunswick Hockey Club,14,0,Home Win,12,13,
4,Under 16 Girls Shield B,27026475,Elwood,ELW,MCC Hockey Section,PEGS Hockey Club,4,1,Home Win,15,11,
4,Under 14 Girls Shield B,27026550,Elwood,ELW,MCC Hockey Section,Hockey Geelong,0,11,Away Win,16,14,
4,Under 16 Girls Shield B,27026475,Ballarat Hockey Centre,,WestVic Hockey,North West Lightning,0,2,Away Win,14,13,
4,Under 12 Boys Pennant South East,27027240,Melbourne Sports Centres Parkville,P-1,Camberwell Hockey Club,Greater Dandenong Warriors Hockey Club,3,0,Home Win,12,11,
4,Under 12 Boys Pennant South East,27027360,Melbourne Sports Centres Parkville,P-2,Hawthorn Hockey Club,Knox Hockey Club,1,3,Away Win,12,13,
4,Under 12 Boys Pennant North West,27027420,Essendon Hockey Centre,ESS1,Essendon Hockey,Footscray Hockey Club,0,4,Away Win,15,12,
4,Under 10 Boys District (Half Field) North West,27027420,Essendon Hockey Centre,ESS2,Essendon Reds,Hume Hockey Club,2,5,Away Win,9,9,
4,Under 12 Girls Shield,27027420,Elgar Park,ELG,KBH Brumbies,Mentone Hockey Club,0,0,Draw,13,,
4,Under 10 Boys District (Half Field) North East,27027360,Elgar Park,ELG,KBH Brumbies,Camberwell Hockey Club Blue,9,0,Home Win,9,11,
4,Under 10 Girls District (Half Field) South East,27027360,Elgar Park,ELG,KBH Brumbies,Southern United Hockey Club,0,2,Away Win,9,8,
4,Under 12 Boys District (Half Field) North,27027420,Greensborough Hockey Centre,GRN1,Greensborough (2),Greensborough (1),0,4,Away Win,8,8,
4,Under 12 Boys Shield B,27027300,Yarra Valley Hockey Centre,YAR,Yarra Valley HC,Craigieburn Falcons Hockey Club,2,0,Home Win,,9,
4,Under 12 Girls Pennant,27027360,Yarra Valley Hockey Centre,YAR,YVHC Blue,Altona Hockey Club,1,0,Home Win,12,10,
4,Under 10 Boys District (Half Field) North East,27027420,Yarra Valley Hockey Centre,YAR,YVHC White,Doncaster Hockey Club,1,4,Away Win,9,7,
4,Under 10 Boys District (Half Field) North East,27027420,Yarra Valley Hockey Centre,YAR,YVHC Yellow,Camberwell Hockey Club Tangerine,2,1,Home Win,7,1,
4,Under 12 Boys Pennant South East,27027420,Peninsula Hockey Centre,PHC,Mornington Peninsula Hockey Club,Powerhouse & St. Kilda Hockey Club,0,2,Away Win,14,,
4,Under 12 Girls Shield,27027420,Footscray Hockey Club,ASF,Footscray Hockey Club,Toorak East Malvern Hockey Club,2,1,Home Win,16,14,
4,Under 12 Boys Shield A,27027360,Hedley Hull Field,HHF,Waverley Hockey Club,MCC Hockey Section,0,2,Away Win,13,13,
4,Under 10 Boys District (Half Field) South East,27027300,Hedley Hull Field,HHF,Waverley Hockey Club White,Mentone Hockey Club,4,2,Home Win,9,6,
4,Under 10 Boys District (Half Field) South East,27027300,Hedley Hull Field,HHF,Waverley Hockey Club Blue,Casey Hockey Club Maroon,5,2,Home Win,9,8,
4,Under 12 Mixed Central Flames,27027375,Melbourne High School,MHS,MCC Hockey Section,Camberwell Hockey Club,4,1,Home Win,9,8,
4,Under 12 Mixed Central Flames,27027375,Melbourne High School,MHS,Hawthorn Hockey Club,Powerhouse & St Kilda Hockey Club,3,2,Home Win,7,5,
4,Under 10 Mixed Central Flames,27027255,Melbourne High School,MHS,TEM Tigers,MCC Hockey Section Red,0,0,Draw,,6,
4,Under 10 Mixed Central Flames,27027255,Melbourne High School,MHS,TEM Panthers,MCC Hockey Section Blue,0,0,Draw,,8,
4,Under 10 Mixed Central Flames,27027315,Melbourne High School,MHS,Melbourne High School Old Boys Hockey Club,Powerhouse St Kilda Green,0,0,Draw,6,,
4,Under 10 Mixed Central Flames,27027315,Melbourne High School,MHS,Hawthorn Eagles,TEM Lions,0,0,Draw,7,,
4,Under 10 Mixed Central Flames,27027315,Melbourne High School,MHS,Hawthorn Hawks,Powerhouse St Kilda White (1),0,0,Draw,7,,
4,Under 12 Boys Shield B,27027420,Altona Hockey Club,ALT,Altona Hockey Club,KBH Brumbies,0,2,Away Win,11,13,
4,Under 10 Boys District (Half Field) West,27027360,Altona Hockey Club,ALT,Altona (1),Footscray Hockey Club Red,0,1,Away Win,9,10,
4,Under 10 Girls District (Half Field) North West,27027300,Altona Hockey Club,ALT,Altona (1),Footscray Hockey Club Blue,0,0,Draw,8,10,
4,Under 12 Boys District (Half Field) South East,27027420,Berwick,BER,Casey Hockey Club,Croydon Ranges Hockey Club (1),4,5,Away Win,11,8,
4,Under 12 Boys Shield B,27027360,Brunswick Secondary College,BRU,Brunswick Hockey Club,Greensborough Hockey Club,2,5,Away Win,12,13,
4,Under 10 Boys District (Half Field) North West,27027300,Brunswick Secondary College,BRU,Brunswick Hockey Club,Essendon Jets,3,4,Away Win,10,9,
4,Under 10 Girls District (Half Field) North West,27027300,Brunswick Secondary College,BRU,Brunswick Hockey Club,Footscray Hockey Club Red,1,1,Draw,,10,
4,Under 12 Boys Shield A,27027435,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Hawthorn Hockey Club,0,5,Away Win,11,12,
4,Under 12 Girls Shield,27027315,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Greensborough Hockey Club,1,2,Away Win,14,11,
4,Under 12 Girls Shield,27027420,The Knox School,KNX,Knox Hockey Club,Waverley Hockey Club,0,4,Away Win,10,11,
4,Under 12 Boys District (Half Field) North,27027300,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club (2),La Trobe University Hockey Club (1),1,1,Draw,9,11,
4,Under 10 Boys District (Half Field) North East,27027360,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,YVHC Blue,0,5,Away Win,8,9,
4,Under 10 Girls District (Half Field) South East,27027360,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,Camberwell Hockey Club,6,1,Home Win,8,,
4,Under 12 Boys Shield A,27027380,Southern United Hockey Club,MBN,Southern United Hockey Club,Doncaster Hockey Club,2,1,Home Win,14,13,
4,Under 12 Girls Shield,27027320,Southern United Hockey Club,MBN,Southern United Hockey Club,Doncaster Hockey Club,3,0,Home Win,15,12,
4,Under 12 Boys Pennant North West,27027300,Melton Hockey Ground,MEL,Caroline Springs Hockey Club,Werribee Hockey Club,0,1,Away Win,13,15,
4,Under 12 Boys Pennant North West,27027360,Melton Hockey Ground,MEL,Melton Hockey Club,PEGS Hockey Club,3,2,Home Win,13,13,
4,Under 12 Girls Pennant,27027420,Melton Hockey Ground,MEL,Melton Hockey Club,Brunswick Hockey Club,0,4,Away Win,14,13,
4,Under 10 Boys District (Half Field) West,27027240,Melton Hockey Ground,MEL,Caroline Springs (White),Footscray Hockey Club Blue,0,9,Away Win,10,11,
4,Under 10 Boys District (Half Field) West,27027240,Melton Hockey Ground,MEL,Caroline Springs (Blue),Melton Hockey Club,0,2,Away Win,8,11,
4,Under 12 Boys Pennant South East,27027360,Monash University,MON,Bayside Cougars Hockey Club,MCC Hockey Section,1,1,Draw,13,11,
4,Under 12 Boys District (Half Field) South East,27027420,Monash University,,Eastern Christian Hockey Organisation (ECHO) (1),Frankston Hockey Club (2),10,2,Home Win,8,8,
4,Under 10 Girls District (Half Field) North West,27027420,Werribee Hockey Club,WER,Werribee Hockey Club,PEGS Hockey Club,1,2,Away Win,7,9,
4,Under 12 Boys Shield B,27027435,Hawthorn Malvern Hockey Centre,H-1,Toorak East Malvern Hockey Club,Footscray Hockey Club,2,0,Home Win,14,14,
4,Under 12 Boys District (Half Field) North,27027300,Hume Hockey Centre,HUM,Khalsa Saffrons,Brunswick Hockey Club,5,0,Home Win,7,7,
4,Under 12 Girls Pennant,27027420,Hume Hockey Centre,HUM,Craigieburn Falcons Hockey Club,PEGS Hockey Club,5,0,Home Win,12,13,
4,Under 10 Boys District (Half Field) North West,27027360,Hume Hockey Centre,HUM,Khalsa Tigers,PEGS Hockey Club,0,4,Away Win,7,10,
4,Under 10 Boys District (Half Field) North West,27027360,Hume Hockey Centre,HUM,Khalsa Eagles,Essendon Bombers,0,8,Away Win,7,8,
4,Under 12 Boys District (Half Field) South East,27027420,Yarra Hills Secondary College,YHS,Croydon Ranges Hockey Club (2),Eastern Christian Hockey Organisation (ECHO) (2),0,10,Away Win,9,9,
6,GAME Clothing Women's Premier League,27027660,Melbourne Sports Centres Parkville,P-1,Melbourne University Hockey Club,Southern United Hockey Club,2,2,Draw,13,14,
6,GAME Clothing Men's Premier League,27027570,Melbourne Sports Centres Parkville,P-1,Melbourne University Hockey Club,Southern United Hockey Club,4,5,Away Win,16,16,
6,GAME Clothing Women's Premier League Reserves,27027750,Melbourne Sports Centres Parkville,P-1,Melbourne University Hockey Club,Southern United Hockey Club,1,1,Draw,16,14,
6,GAME Clothing Men's Premier League Reserves,27027480,Melbourne Sports Centres Parkville,P-1,Melbourne University Hockey Club,Southern United Hockey Club,1,1,Draw,4,16,
6,GAME Clothing Women's Premier League,27027690,Essendon Hockey Centre,ESS1,Essendon Hockey,Toorak East Malvern Hockey Club,6,0,Home Win,14,15,
6,GAME Clothing Men's Premier League,27027600,Essendon Hockey Centre,ESS1,Essendon Hockey,Toorak East Malvern Hockey Club,7,2,Home Win,16,15,
6,GAME Clothing Women's Premier League Reserves,27027780,Essendon Hockey Centre,ESS1,Essendon Hockey,Toorak East Malvern Hockey Club,1,1,Draw,13,14,
6,GAME Clothing Men's Premier League Reserves,27027510,Essendon Hockey Centre,ESS1,Essendon Hockey,Toorak East Malvern Hockey Club,1,0,Home Win,14,14,
6,Men's Pennant B,27027690,Essendon Hockey Centre,ESS2,Essendon Hockey,Doncaster Hockey Club,2,3,Away Win,14,15,
6,Men's Pennant F,27027780,Essendon Hockey Centre,ESS2,Essendon Hockey,Werribee Hockey Club,3,1,Home Win,17,13,
6,Women's Pennant A,27027600,Essendon Hockey Centre,ESS2,Essendon Hockey,Southern United Hockey Club,1,2,Away Win,13,11,
6,Women's Pennant D,27027510,Essendon Hockey Centre,ESS2,Essendon Hockey,Hawthorn Hockey Club,4,0,Home Win,14,12,
