Round 1,Women's Pennant C - 2023,16/04/2023,Elgar Park,ELG,12:30,KBH Brumbies Hockey Club,Mornington Peninsula Hockey Club,
Round 1,Women's Pennant A - 2023,16/04/2023,Elgar Park,ELG,14:00,KBH Brumbies Hockey Club,Hawthorn Hockey Club,
Round 1,Men's Pennant D South East - 2023,16/04/2023,Elgar Park,ELG,15:30,KBH Brumbies Hockey Club,Monash University Hockey Club,
Round 1,Men's Metro 1 - 2023,16/04/2023,Elgar Park,ELG,17:00,KBH Brumbies Hockey Club,MCC Hockey Section,
Round 1,Men's Metro 2 Central - 2023,16/04/2023,Elwood,ELW,12:30,Maccabi Hockey Club,Old Melburnians Hockey Club,
Round 1,Women's Metro 1 South - 2023,16/04/2023,Elwood,ELW,14:00,Maccabi Hockey Club,Glen Eira Hockey Club,
Round 1,Men's Metro 2 South - 2023,16/04/2023,Elwood,ELW,15:30,Glen Eira Hockey Club,Frankston Hockey Club 2,
Round 1,Men's Metro 1 - 2023,16/04/2023,Footscray Hockey Club,ASF,14:00,Footscray Hockey Club,Old Xaverians Hockey Club,
Round 1,GAME Clothing Women's Premier League - 2023,16/04/2023,Greensborough Hockey Centre,GRN1,14:00,Greensborough Hockey Club,Hawthorn Hockey Club,
Round 1,GAME Clothing Men's Premier League - 2023,16/04/2023,Greensborough Hockey Centre,GRN1,15:45,Greensborough Hockey Club,Hawthorn Hockey Club,
Round 1,GAME Clothing Men's Premier League Reserves - 2023,16/04/2023,Greensborough Hockey Centre,GRN2,14:00,Greensborough Hockey Club,Hawthorn Hockey Club,
Round 1,GAME Clothing Women's Premier League Reserves - 2023,16/04/2023,Greensborough Hockey Centre,GRN2,15:45,Greensborough Hockey Club,Hawthorn Hockey Club,
Round 1,Men's Metro 1 - 2023,16/04/2023,Hawthorn Malvern Hockey Centre,H-1,12:30,Hawthorn Hockey Club,Doncaster Hockey Club,
Round 1,Men's Pennant E South East - 2023,16/04/2023,Hawthorn Malvern Hockey Centre,H-1,14:00,Hawthorn Hockey Club,Mornington Peninsula Hockey Club,
Round 1,Men's Pennant D South East - 2023,16/04/2023,Hawthorn Malvern Hockey Centre,H-1,15:30,Hawthorn Hockey Club,Greater Dandenong Warriors Hockey Club,
Round 1,Men's Metro 2 Central - 2023,16/04/2023,Hawthorn Malvern Hockey Centre,H-2,14:00,Old Carey Hockey Club 2,Melbourne University Hockey Club 1,
Round 1,Men's Metro 2 Central - 2023,16/04/2023,Hawthorn Malvern Hockey Centre,H-2,15:30,Old Carey Hockey Club 1,Melbourne University Hockey Club 2,
Round 1,Men's Metro 2 East - 2023,16/04/2023,Hedley Hull Field,HHF,11:00,Waverley Hockey Club,Old Trinity Grammarians' Hockey Club,
Round 1,Men's Pennant E South East - 2023,16/04/2023,Hedley Hull Field,HHF,12:30,Waverley Hockey Club,Mentone Hockey Club,
Round 1,Men's Pennant B - 2023,16/04/2023,Hedley Hull Field,HHF,14:00,Waverley Hockey Club,Mentone Hockey Club,
Round 1,Women's Pennant D East - 2023,16/04/2023,Hedley Hull Field,HHF,15:30,Waverley Hockey Club,Mentone Hockey Club,
Round 1,Women's Pennant B - 2023,16/04/2023,Hedley Hull Field,HHF,17:00,Waverley Hockey Club,Hawthorn Hockey Club,
