Round 1,Men's Pennant D South East - 2023,16/04/2023,Southern United Hockey Club,MBN,14:00,Southern United Hockey Club,Knox Hockey Club,1,2,Away Win,14,13
Round 1,Men's Pennant E South East - 2023,16/04/2023,Southern United Hockey Club,MBN,12:30,Southern United Hockey Club,Maccabi Hockey Club,3,2,Home Win,14,12
Round 1,Women's Metro 1 South - 2023,15/04/2023,Southern United Hockey Club,MBN,11:00,Southern United Hockey Club,Mornington Peninsula Hockey Club,2,1,Home Win,12,13
Round 1,Men's Metro 2 North West - 2023,15/04/2023,Melton Hockey Ground,MEL,14:00,Melton Hockey Club,Essendon Hockey,0,3,Away Win,13,12
Round 1,Men's Vic League 1 - 2023,15/04/2023,Monash University,MON,15:30,Monash University Hockey Club,Eastern Christian Hockey Organisation (ECHO),4,3,Home Win,15,14
Round 1,Men's Vic League 1 Reserves - 2023,15/04/2023,Monash University,MON,17:00,Monash University Hockey Club,Eastern Christian Hockey Organisation (ECHO),7,2,Home Win,16,12
Round 1,Women's Vic League 1 - 2023,15/04/2023,Monash University,MON,14:00,Monash University Hockey Club,Knox Hockey Club,1,0,Home Win,16,14
Round 1,Women's Vic League 1 Reserves - 2023,15/04/2023,Monash University,MON,12:30,Monash University Hockey Club,Knox Hockey Club,10,0,Home Win,16,12
Round 1,Men's Metro 2 South - 2023,16/04/2023,Monash University,MON,12:30,Collegians-X Hockey Club,OHA Hockey Club,0,4,Away Win,9,14
Round 1,Men's Metro 2 South - 2023,16/04/2023,Monash University,MON,15:30,Monash University Hockey Club,Mentone Hockey Club,1,6,Away Win,11,13
Round 1,Women's Metro 1 East - 2023,16/04/2023,Monash University,MON,14:00,Collegians-X Hockey Club,Knox Hockey Club,1,4,Away Win,10,12
Round 1,Men's Vic League 1 - 2023,15/04/2023,PEGS Sporting Fields,PSF1,15:30,PEGS Hockey Club,North West Lightning,3,2,Home Win,15,16
Round 1,Men's Vic League 1 Reserves - 2023,15/04/2023,PEGS Sporting Fields,PSF1,17:00,PEGS Hockey Club,North West Lightning,5,2,Home Win,14,14
Round 1,Women's Vic League 1 - 2023,15/04/2023,PEGS Sporting Fields,PSF1,14:00,PEGS Hockey Club,North West Lightning,4,0,Home Win,15,15
